"type designator","manufacturer","model","description","engine count","engine type","wtc"
"OSCR","PARTENAVIA","P-64 Oscar","Landplane","1","Piston","L"
"ROND","PASOTTI","Rondone 2","Landplane","1","Piston","L"
"ROND","PASOTTI","F-7 Rondone 2","Landplane","1","Piston","L"
"PAUL","PAULISTA","CAP-4 Paulistinha","Landplane","1","Piston","L"
"PAUL","PAULISTA","Paulistinha","Landplane","1","Piston","L"
"CHIF","PAWNEE","Chief","Helicopter","1","Piston","L"
"VIPR","PAXMAN'S","Viper","Landplane","1","Piston","L"
"KNTW","PAYNE","Knight Twister","Landplane","1","Piston","L"
"KNTW","PAYNE","Sunday Knight Twister","Landplane","1","Piston","L"
"PL9","PAZMANY","Stork","Landplane","1","Piston","L"
"PL9","PAZMANY","PL-9 Stork","Landplane","1","Piston","L"
"PL4","PAZMANY","PL-4","Landplane","1","Piston","L"
"PL2","PAZMANY","PL-2","Landplane","1","Piston","L"
"PL1","PAZMANY","PL-1 Laminar","Landplane","1","Piston","L"
"PL1","PAZMANY","Laminar","Landplane","1","Piston","L"
"ASO4","PCV","Asso 4 Whisky","Landplane","1","Piston","L"
"PEGZ","PEGASE AERO","Pegazair","Landplane","1","Piston","L"
"DAHU","PENA","Dahu","Landplane","1","Piston","L"
"CPNA","PENA","Capena","Landplane","1","Piston","L"
"BILO","PENA","Bilouis","Landplane","1","Piston","L"
"DIES","PENNEC-LUCAS","Dieselis","Landplane","1","Piston","L"
"PROC","PERCIVAL","P-28 Proctor","Landplane","1","Piston","L"
"VGUL","PERCIVAL","P-10 Vega Gull","Landplane","1","Piston","L"
"PROC","PERCIVAL","P-31 Proctor","Landplane","1","Piston","L"
"PROC","PERCIVAL","P-30 Proctor","Landplane","1","Piston","L"
"PROC","PERCIVAL","P-34 Proctor","Landplane","1","Piston","L"
"PROC","PERCIVAL","P-44 Proctor","Landplane","1","Piston","L"
"PPRO","PERCIVAL","P-56 Provost","Landplane","1","Piston","L"
"PRCE","PERCIVAL","P-57 Sea Prince","Landplane","2","Piston","L"
"PEMB","PERCIVAL","P-66 Pembroke","Landplane","2","Piston","L"
"PEMB","PERCIVAL","Pembroke","Landplane","2","Piston","L"
"PREN","PERCIVAL","Prentice","Landplane","1","Piston","L"
"PROC","PERCIVAL","Proctor","Landplane","1","Piston","L"
"PPRO","PERCIVAL","Provost","Landplane","1","Piston","L"
"PRCE","PERCIVAL","Sea Prince","Landplane","2","Piston","L"
"VGUL","PERCIVAL","Vega Gull","Landplane","1","Piston","L"
"VGUL","PERCIVAL","K-1 Vega Gull","Landplane","1","Piston","L"
"PREN","PERCIVAL","P-40 Prentice","Landplane","1","Piston","L"
"BD10","PEREGRINE","PJ-3 Falcon","Landplane","1","Jet","L"
"BD10","PEREGRINE","PJ-2 Falcon","Landplane","1","Jet","L"
"BD10","PEREGRINE","Falcon","Landplane","1","Jet","L"
"GP3","PEREIRA","Osprey 2","Amphibian","1","Piston","L"
"GP3","PEREIRA","GP-3 Osprey 2","Amphibian","1","Piston","L"
"GP4","PEREIRA","GP-4","Landplane","1","Piston","L"
"LEGD","PERFORMANCE","Legend","Landplane","1","Piston","L"
"TLEG","PERFORMANCE","Turbine Legend","Landplane","1","Turboprop","L"
"ST1","PHILLIPS","Speedtwin","Landplane","2","Piston","L"
"ST1","PHILLIPS","ST-1 Speedtwin","Landplane","2","Piston","L"
"WHIT","PHILLIPS & POWIS","Whitney Straight","Landplane","1","Piston","L"
"MAGI","PHILLIPS & POWIS","Magister","Landplane","1","Piston","L"
"MAGI","PHILLIPS & POWIS","M-14 Magister","Landplane","1","Piston","L"
"WHIT","PHILLIPS & POWIS","M-11 Whitney Straight","Landplane","1","Piston","L"
"FALM","PHILLIPS & POWIS","M-3 Falcon Major","Landplane","1","Piston","L"
"M2HK","PHILLIPS & POWIS","M-2 Hawk Speed Six","Landplane","1","Piston","L"
"M2HK","PHILLIPS & POWIS","M-2 Hawk Major","Landplane","1","Piston","L"
"M2HK","PHILLIPS & POWIS","Hawk Speed Six","Landplane","1","Piston","L"
"M2HK","PHILLIPS & POWIS","Hawk Major","Landplane","1","Piston","L"
"FALM","PHILLIPS & POWIS","Falcon Major","Landplane","1","Piston","L"
"MAJR","PHOENIX","Major","Landplane","1","Piston","L"
"MAJR","PHOENIX","LA-5 Major","Landplane","1","Piston","L"
"KSTK","PHOENIX-AVIACOR","Kasatik","Landplane","2","Piston","L"
"KSTK","PHOENIX-AVIACOR","M-12 Kasatik","Landplane","2","Piston","L"
"P180","PIAGGIO","P-180 Avanti","Landplane","2","Turboprop","L"
"P66P","PIAGGIO","P-166B Portofino","Landplane","2","Piston","L"
"P66P","PIAGGIO","P-166A","Landplane","2","Piston","L"
"P66P","PIAGGIO","P-166","Landplane","2","Piston","L"
"P149","PIAGGIO","P-149","Landplane","1","Piston","L"
"P136","PIAGGIO","P-136","Amphibian","2","Piston","L"
"P66P","PIAGGIO","P-166DL2","Landplane","2","Piston","L"
"P66P","PIAGGIO","Albatross","Landplane","2","Piston","L"
"P66P","PIAGGIO","P-166C","Landplane","2","Piston","L"
"P66P","PIAGGIO","P-166M","Landplane","2","Piston","L"
"P66P","PIAGGIO","P-166S Albatross","Landplane","2","Piston","L"
"P66T","PIAGGIO","P-166DP1","Landplane","2","Turboprop","L"
"P180","PIAGGIO","Avanti","Landplane","2","Turboprop","L"
"P66T","PIAGGIO","P-166DL3","Landplane","2","Turboprop","L"
"P66P","PIAGGIO","Portofino","Landplane","2","Piston","L"
"P148","PIAGGIO","P-148","Landplane","1","Piston","L"
"CP80","PIEL","CP-801 Zephir","Landplane","1","Piston","L"
"CP30","PIEL","CP-316 Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-319 Emeraude","Landplane","1","Piston","L"
"CP32","PIEL","CP-320 Super Emeraude","Landplane","1","Piston","L"
"CP32","PIEL","CP-325 Super Emeraude","Landplane","1","Piston","L"
"CP32","PIEL","CP-328 Super Emeraude","Landplane","1","Piston","L"
"CP60","PIEL","CP-601 Diamant","Landplane","1","Piston","L"
"CP60","PIEL","CP-604 Super Diamant","Landplane","1","Piston","L"
"CP60","PIEL","CP-605 Super Diamant","Landplane","1","Piston","L"
"CP60","PIEL","CP-607 Super Diamant","Landplane","1","Piston","L"
"CP60","PIEL","CP-615 Super Diamant","Landplane","1","Piston","L"
"CP75","PIEL","CP-701 Beryl","Landplane","1","Piston","L"
"CP75","PIEL","CP-750 Beryl","Landplane","1","Piston","L"
"CP30","PIEL","CP-315 Emeraude","Landplane","1","Piston","L"
"CP75","PIEL","CP-760 Beryl","Landplane","1","Piston","L"
"CP80","PIEL","CP-802 Zephir","Landplane","1","Piston","L"
"CP13","PIEL","CP-1310 Super Emeraude","Landplane","1","Piston","L"
"SAPH","PIEL","CP-1320 Saphir","Landplane","1","Piston","L"
"CP13","PIEL","CP-1330 Super Emeraude","Landplane","1","Piston","L"
"CP60","PIEL","Diamant","Landplane","1","Piston","L"
"CP30","PIEL","Emeraude","Landplane","1","Piston","L"
"CP90","PIEL","Pinocchio","Landplane","1","Piston","L"
"SAPH","PIEL","Saphir","Landplane","1","Piston","L"
"CP60","PIEL","Super Diamant","Landplane","1","Piston","L"
"CP32","PIEL","Super Emeraude (CP-320/325/328)","Landplane","1","Piston","L"
"CP13","PIEL","Super Emeraude (CP-1310/1315/1330)","Landplane","1","Piston","L"
"CP80","PIEL","Zephir","Landplane","1","Piston","L"
"CP75","PIEL","CP-751 Beryl","Landplane","1","Piston","L"
"CP60","PIEL","CP-60 Diamant","Landplane","1","Piston","L"
"CP13","PIEL","CP-1315 Super Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-311 Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-30 Emeraude","Landplane","1","Piston","L"
"CP75","PIEL","CP-70 Beryl","Landplane","1","Piston","L"
"CP80","PIEL","CP-80 Zephir","Landplane","1","Piston","L"
"CP90","PIEL","CP-90 Pinocchio","Landplane","1","Piston","L"
"CP30","PIEL","CP-301 Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-302 Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-304 Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-305 Emeraude","Landplane","1","Piston","L"
"CP30","PIEL","CP-309 Emeraude","Landplane","1","Piston","L"
"CP75","PIEL","Beryl","Landplane","1","Piston","L"
"CAMP","PIETENPOL","Aircamper","Landplane","1","Piston","L"
"CAMP","PIETENPOL","B-4 Aircamper","Landplane","1","Piston","L"
"PARL","PIETENPOL","Aerial","Landplane","1","Piston","L"
"PK18","PIK","Sytky","Landplane","1","Piston","L"
"PK18","PIK","PIK-18 Sytky","Landplane","1","Piston","L"
"PK15","PIK","Hinu","Landplane","1","Piston","L"
"PK11","PIK","PIK-11 Tumppu","Landplane","1","Piston","L"
"PK15","PIK","PIK-15 Hinu","Landplane","1","Piston","L"
"PK19","PIK","PIK-19 Muhinu","Landplane","1","Piston","L"
"PK20","PIK","PIK-20E","Landplane","1","Piston","L"
"PK21","PIK","PIK-21 Super Sytky","Landplane","1","Piston","L"
"PK23","PIK","PIK-23 Suhinu","Landplane","1","Piston","L"
"PK23","PIK","PIK-23 Towmaster","Landplane","1","Piston","L"
"PK21","PIK","Super Sytky","Landplane","1","Piston","L"
"PK23","PIK","Towmaster","Landplane","1","Piston","L"
"PK11","PIK","Tumppu","Landplane","1","Piston","L"
"PK23","PIK","Suhinu","Landplane","1","Piston","L"
"PK19","PIK","Muhinu","Landplane","1","Piston","L"
"PC6T","PILATUS","PC-6B Turbo-Porter","Landplane","1","Turboprop","L"
"PC6T","PILATUS","Chiricahua","Landplane","1","Turboprop","L"
"PC12","PILATUS","Eagle","Landplane","1","Turboprop","L"
"PC9","PILATUS","Hudournik","Landplane","1","Turboprop","L"
"PP2","PILATUS","P-2","Landplane","1","Piston","L"
"PP3","PILATUS","P-3","Landplane","1","Piston","L"
"PC7","PILATUS","Astra","Landplane","1","Turboprop","L"
"PC6T","PILATUS","PC-6A Turbo-Porter","Landplane","1","Turboprop","L"
"PC12","PILATUS","PC-12 Spectre","Landplane","1","Turboprop","L"
"PC6T","PILATUS","PC-6C Turbo-Porter","Landplane","1","Turboprop","L"
"PC7","PILATUS","PC-7 Astra","Landplane","1","Turboprop","L"
"PC7","PILATUS","PC-7 Turbo Trainer","Landplane","1","Turboprop","L"
"PC9","PILATUS","PC-9","Landplane","1","Turboprop","L"
"PC9","PILATUS","PC-9 Hudournik","Landplane","1","Turboprop","L"
"PC12","PILATUS","PC-12","Landplane","1","Turboprop","L"
"PC6P","PILATUS","PC-6 Porter","Landplane","1","Piston","L"
"PC6T","PILATUS","Turbo-Porter","Landplane","1","Turboprop","L"
"PC7","PILATUS","AT-92 Turbo Trainer","Landplane","1","Turboprop","L"
"PC12","PILATUS","U-28","Landplane","1","Turboprop","L"
"PC12","PILATUS","PC-12 Eagle","Landplane","1","Turboprop","L"
"PC7","PILATUS","Turbo Trainer","Landplane","1","Turboprop","L"
"PC6T","PILATUS","UV-20 Chiricahua","Landplane","1","Turboprop","L"
"PC12","PILATUS","Spectre","Landplane","1","Turboprop","L"
"PC6P","PILATUS","Porter","Landplane","1","Piston","L"
"PC21","PILATUS","PC-21","Landplane","1","Turboprop","L"
"BN2T","PILATUS BRITTEN-NORMAN","Turbine Islander","Landplane","2","Turboprop","L"
"BN2P","PILATUS BRITTEN-NORMAN","BN-2B Islander","Landplane","2","Piston","L"
"BN2T","PILATUS BRITTEN-NORMAN","BN-2T Defender 4000","Landplane","2","Turboprop","L"
"BN2T","PILATUS BRITTEN-NORMAN","BN-2T Turbine Islander","Landplane","2","Turboprop","L"
"BN2T","PILATUS BRITTEN-NORMAN","Defender 4000","Landplane","2","Turboprop","L"
"BN2P","PILATUS BRITTEN-NORMAN","Islander","Landplane","2","Piston","L"
"TRIS","PILATUS BRITTEN-NORMAN","Trislander","Landplane","3","Piston","L"
"BN2P","PILATUS BRITTEN-NORMAN","BN-2A Islander","Landplane","2","Piston","L"
"TRIS","PILATUS BRITTEN-NORMAN","BN-2A Mk3 Trislander","Landplane","3","Piston","L"
"P28R","PIPER","PA-28R-201 Arrow","Landplane","1","Piston","L"
"P28R","PIPER","Arrow","Landplane","1","Piston","L"
"PA46","Piper","Malibu Matrix","Landplane","1","Piston","L"
"PA46","Piper","PA-46R-350T Malibu Matrix","Landplane","1","Piston","L"
"PA32","PIPER","PA-32 6X","Landplane","1","Piston","L"
"PA31","PIPER","PA-31-300 Navajo","Landplane","2","Piston","L"
"PA31","PIPER","PA-31-310 Navajo","Landplane","2","Piston","L"
"PA31","PIPER","PA-31-325 Navajo CR","Landplane","2","Piston","L"
"PA31","PIPER","PA-31-350 Chieftain","Landplane","2","Piston","L"
"PA31","PIPER","PA-31-350 Navajo Chieftain","Landplane","2","Piston","L"
"PA31","PIPER","PA-31-350 T-1020","Landplane","2","Piston","L"
"PA31","PIPER","PA-31P-350 Mojave","Landplane","2","Piston","L"
"PA31","PIPER","PA-31P-425 Pressurized Navajo","Landplane","2","Piston","L"
"PAY1","PIPER","PA-31T1-500 Cheyenne 1","Landplane","2","Turboprop","L"
"PAY2","PIPER","PA-31T2-620 Cheyenne 2XL","Landplane","2","Turboprop","L"
"PAT4","PIPER","PA-31T3-500 T-1040","Landplane","2","Turboprop","L"
"P32T","PIPER","PA-32RT-300 Lance 2","Landplane","1","Piston","L"
"PAY2","PIPER","PA-31T-620 Cheyenne 2","Landplane","2","Turboprop","L"
"P28T","PIPER","PA-28RT-201T Turbo Arrow 4","Landplane","1","Piston","L"
"PA32","PIPER","PA-32 6XT","Landplane","1","Piston","L"
"PA32","PIPER","PA-32 Cherokee Six","Landplane","1","Piston","L"
"PA32","PIPER","PA-32 Saratoga","Landplane","1","Piston","L"
"PA32","PIPER","PA-32 Six","Landplane","1","Piston","L"
"PA32","PIPER","PA-32 Turbo Saratoga","Landplane","1","Piston","L"
"P32R","PIPER","PA-32R-300 Cherokee Lance","Landplane","1","Piston","L"
"P32R","PIPER","PA-32R-300 Lance","Landplane","1","Piston","L"
"P32R","PIPER","PA-32R-301 Saratoga 2 HP","Landplane","1","Piston","L"
"P32R","PIPER","PA-32R-301 Saratoga SP","Landplane","1","Piston","L"
"P32R","PIPER","PA-32R-301T Saratoga 2 TC","Landplane","1","Piston","L"
"PAY2","PIPER","PA-31T-620 Cheyenne","Landplane","2","Turboprop","L"
"P28B","PIPER","PA-28-235 Cherokee Charger","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-161 Cadet","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-161 Cherokee Warrior 2","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-161 Warrior 2","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-161 Warrior 3","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-180 Cherokee","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-180 Cherokee Archer","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-180 Cherokee Challenger","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-180TG Cherokee Chief","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-181 Archer 2","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-181 Archer 3","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-181 Cherokee Archer 2","Landplane","1","Piston","L"
"PA30","PIPER","PA-30 Twin Comanche","Landplane","2","Piston","L"
"P28B","PIPER","PA-28-235 Cherokee","Landplane","1","Piston","L"
"PA30","PIPER","PA-30 Turbo Twin Comanche","Landplane","2","Piston","L"
"P28B","PIPER","PA-28-235 Cherokee Pathfinder","Landplane","1","Piston","L"
"P28B","PIPER","PA-28-236 Dakota","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-180 Cherokee Arrow","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-200 Cherokee Arrow","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-200 Cherokee Arrow 2","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-201 Arrow 3","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-201 Cherokee Arrow 3","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-201T Turbo Arrow 3","Landplane","1","Piston","L"
"P28R","PIPER","PA-28R-201T Turbo Cherokee Arrow 3","Landplane","1","Piston","L"
"PILL","PIPER","PA-28R-300 Pill","Landplane","1","Piston","L"
"P28T","PIPER","PA-28RT-201 Arrow 4","Landplane","1","Piston","L"
"P32T","PIPER","PA-32RT-300T Turbo Lance 2","Landplane","1","Piston","L"
"P28B","PIPER","PA-28-201T Turbo Dakota","Landplane","1","Piston","L"
"PA30","PIPER","Turbo Twin Comanche","Landplane","2","Piston","L"
"PAT4","PIPER","T-1040","Landplane","2","Turboprop","L"
"PA38","PIPER","Tomahawk","Landplane","1","Piston","L"
"PA22","PIPER","Tri-Pacer","Landplane","1","Piston","L"
"P28R","PIPER","Turbo Arrow 3","Landplane","1","Piston","L"
"P28T","PIPER","Turbo Arrow 4","Landplane","1","Piston","L"
"PA27","PIPER","Turbo Aztec","Landplane","2","Piston","L"
"P28R","PIPER","Turbo Cherokee Arrow 3","Landplane","1","Piston","L"
"P28B","PIPER","Turbo Dakota","Landplane","1","Piston","L"
"P32T","PIPER","Turbo Lance 2","Landplane","1","Piston","L"
"P32R","PIPER","Turbo Saratoga SP","Landplane","1","Piston","L"
"P28A","PIPER","Cadet","Landplane","1","Piston","L"
"P32R","PIPER","PA-32R-301T Turbo Saratoga SP","Landplane","1","Piston","L"
"P28A","PIPER","PA-28-160 Cherokee","Landplane","1","Piston","L"
"PA12","PIPER","Super Cruiser","Landplane","1","Piston","L"
"PA30","PIPER","Twin Comanche","Landplane","2","Piston","L"
"PA30","PIPER","Twin Comanche CR","Landplane","2","Piston","L"
"PA18","PIPER","U-7 Super Cub","Landplane","1","Piston","L"
"PA27","PIPER","U-11 Aztec","Landplane","2","Piston","L"
"PA32","PIPER","Turbo Saratoga","Landplane","1","Piston","L"
"PA27","PIPER","UC-26 Aztec","Landplane","2","Piston","L"
"PA15","PIPER","Vagabond (PA-15)","Landplane","1","Piston","L"
"PA17","PIPER","Vagabond (PA-17)","Landplane","1","Piston","L"
"PA17","PIPER","Vagabond Trainer","Landplane","1","Piston","L"
"S108","PIPER","Voyager","Landplane","1","Piston","L"
"P28A","PIPER","Warrior 2","Landplane","1","Piston","L"
"PA44","PIPER","Turbo Seminole","Landplane","2","Piston","L"
"PA25","PIPER","Pawnee","Landplane","1","Piston","L"
"PA34","PIPER","PA-34 Seneca","Landplane","2","Piston","L"
"PA36","PIPER","PA-36 Pawnee Brave","Landplane","1","Piston","L"
"PA38","PIPER","PA-38 Tomahawk","Landplane","1","Piston","L"
"PA30","PIPER","PA-39 Twin Comanche CR","Landplane","2","Piston","L"
"PAY3","PIPER","PA-42-720 Cheyenne 3","Landplane","2","Turboprop","L"
"PAY4","PIPER","PA-42-1000 Cheyenne 400","Landplane","2","Turboprop","L"
"PA44","PIPER","PA-44 Seminole","Landplane","2","Piston","L"
"PA44","PIPER","PA-44 Turbo Seminole","Landplane","2","Piston","L"
"PA46","PIPER","PA-46-310P Malibu","Landplane","1","Piston","L"
"PA46","PIPER","PA-46-350P Malibu Mirage","Landplane","1","Piston","L"
"P46T","PIPER","PA-46-500TP Malibu Meridian","Landplane","1","Turboprop","L"
"PA31","PIPER","T-1020","Landplane","2","Piston","L"
"PA20","PIPER","Pacer","Landplane","1","Piston","L"
"PA18","PIPER","Super Cub","Landplane","1","Piston","L"
"PA36","PIPER","Pawnee Brave","Landplane","1","Piston","L"
"PILL","PIPER","Pill","Landplane","1","Piston","L"
"PA31","PIPER","Pressurized Navajo","Landplane","2","Piston","L"
"PA32","PIPER","Saratoga","Landplane","1","Piston","L"
"P32R","PIPER","Saratoga 2 HP","Landplane","1","Piston","L"
"P32R","PIPER","Saratoga 2 TC","Landplane","1","Piston","L"
"P32R","PIPER","Saratoga SP","Landplane","1","Piston","L"
"PA44","PIPER","Seminole","Landplane","2","Piston","L"
"PA34","PIPER","Seneca","Landplane","2","Piston","L"
"PA32","PIPER","Six","Landplane","1","Piston","L"
"S108","PIPER","Station Wagon","Landplane","1","Piston","L"
"P28A","PIPER","Warrior 3","Landplane","1","Piston","L"
