codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
78770;A-117/CENIPA/2019 - 01;2022-05-27;2022-06-20;2023-08-09;Divulgar os ensinamentos colhidos na presente investigação ao Departamento Integrado de Operações Aéreas da Secretaria de Estado da Segurança Pública do Amazonas, a fim de incentivar aquele operador na implementação de uma mudança cultural na organização, tendo, como foco, a elevação da percepção coletiva quanto à necessidade do fiel cumprimento das padronizações e dos procedimentos definidos nos manuais da unidade, bem como o efetivo gerenciamento do risco inerente às operações da aviação de segurança pública.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78770;A-117/CENIPA/2019 - 02;2022-05-27;2022-06-20;2023-08-09;Atuar junto ao Departamento Integrado de Operações Aéreas da Secretaria de Estado da Segurança Pública do Amazonas, a fim de certificar-se que o operador aprovou, implementou e mantém continuamente adequado à sua realidade, um Manual de Gerenciamento da Segurança Operacional (MGSO), um Manual de Operações (MOP), assim como o Programa de Treinamento e Procedimentos Operacionais Padronizados (SOP), de acordo com o que prevê a regulamentação em vigor.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78770;A-117/CENIPA/2019 - 03;2022-05-27;2022-06-20;2023-08-09;Analisar o Programa de Treinamento aprovado do Departamento Integrado de Operações Aéreas da Secretaria de Estado da Segurança Pública do Amazonas, com o objetivo de certificar-se que aquele operador abordou em seus programas de treinamento, inicial e periódico, nos currículos de voo e de solo, as principais diferenças entre os modelos de aeronaves operadas, especialmente no que se refere à diferença na aplicação do comando antitorque (pedal), entre os modelos S300 e AS350.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78770;A-117/CENIPA/2019 - 04;2022-05-27;2022-06-20;2024-02-20;Atuar junto às demais Unidades Aéreas Públicas (UAP) operadoras do modelo AS350, com a finalidade de certificar-se de que os procedimentos operacionais previstos no Safety Information Notice Nº 2992-S-00, notadamente o cheque do pairado, conste dos Procedimentos Operacionais Padronizados (SOP) e esteja efetivamente sendo realizado por suas tripulações.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78768;A-115/CENIPA/2019 - 01;2021-07-08;2021-07-30;2021-08-27;Divulgar os ensinamentos colhidos na presente investigação aos pilotos de aeronaves experimentais, alertando-os quanto aos riscos associados à continuidade do voo em uma aeronave que apresente condições anormais de operação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78766;A-113/CENIPA/2019 - 01;2020-12-29;2021-01-22;2021-02-10;Atuar junto ao administrador do Aeródromo de Marechal Thaumaturgo, AC (SSMH), no sentido de que sejam adotadas as medidas necessárias para a recuperação das condições da pista de pouso e decolagem, notadamente no que se refere à cobertura asfáltica, de modo a garantir a segurança das operações aéreas naquele aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78765;A-112/CENIPA/2019 - 01;2022-03-11;2022-03-15;2022-07-28;Atuar junto à oficina Hélices Costa LTDA., a fim de assegurar que todos os protocolos de inspeção e revisão geral, contidos nos manuais do fabricante das hélices, sejam executados durante os procedimentos de manutenção e revisão e que a oficina demonstre possuir os recursos necessários à adequada prestação de serviços, conforme regulamentação em vigor.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78765;A-112/CENIPA/2019 - 02;2022-03-11;2022-03-15;2022-12-27;Atuar junto à empresa Parintins Táxi Aéreo, no intuito de assegurar que os processos gerenciais sejam pautados na regulamentação em vigor, bem como a cultura organizacional seja voltada para a segurança de voo, a fim de mitigar falhas nos preenchimentos de cadernetas e práticas inseguras de manutenção.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78765;A-112/CENIPA/2019 - 03;2022-03-11;2022-03-15;2022-06-29;Atuar junto à empresa Parintins Manutenção de Aeronaves Comércio e Serviços, com o objetivo de assegurar que os processos gerenciais sejam pautados na regulamentação em vigor, bem como a cultura organizacional seja voltada para as boas práticas de manutenção.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78765;A-112/CENIPA/2019 - 04;2022-03-11;2022-03-15;2022-03-18;Divulgar os ensinamentos colhidos nesta investigação, a fim de alertar os operadores da aviação civil brasileira sobre a sua responsabilidade primária de acompanhamento e manutenção da aeronavegabilidade continuada das aeronaves por eles operadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78764;A-111/CENIPA/2019 - 01;2021-07-08;2021-08-04;2021-08-30;Divulgar o presente relatório aos operadores do modelo Super Petrel LS, no intuito de alertá-los sobre a possibilidade de falha na operação do mecanismo de travamento do trem de pouso na posição “em cima”.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78759;A-106/CENIPA/2019 - 01;2021-07-21;2021-08-18;2022-01-05;Atuar junto ao Comando de Aviação Operacional (CAOP), do Departamento de Polícia Federal, a fim de que aquele operador aperfeiçoe os Manuais de Procedimentos (MAPRO) e os Procedimentos Operacionais Padrão (POP), de forma a tornar claramente definidos os parâmetros utilizados nas técnicas de transporte denominadas de “mata-leão” e “preguiça”, tais como altura, velocidade e duração dos deslocamentos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78759;A-106/CENIPA/2019 - 02;2021-07-21;2021-08-18;2022-01-05;Atuar junto ao Comando de Aviação Operacional (CAOP), do Departamento de Polícia Federal, com o intuito de que aquele operador reavalie a adequabilidade e a eficácia dos mecanismos de planejamento de voo adotados pela organização, notadamente no que diz respeito às operações com a utilização das técnicas de transporte de “preguiça” e de “mata-leão”.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78758;A-105/CENIPA/2019 - 01;2021-11-16;2021-12-23;2022-01-26;Divulgar os ensinamentos colhidos na presente investigação ao operador do aeródromo de Ribeirão Preto (SBRP), com a finalidade de orientar aquele operador quanto à fiel observância dos regulamentos, notadamente na remoção da aeronave após a ocorrência sem a prévia autorização da autoridade de investigação SIPAER.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78752;A-099/CENIPA/2019 - 01;2021-03-29;2021-04-26;2021-05-06;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores que atuam na aviação agrícola sobre a importância do cumprimento das instruções/orientações constantes nos Manuais e Boletins emitidos pelo fabricante.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78750;A-097/CENIPA/2019- 01;2021-07-08;2021-08-04;2022-02-01;Realizar gestões no Aeroclube de Canela, a fim de verificar a conformidade dos procedimentos adotados pela Instituição, no que tange ao planejamento, execução e monitoramento dos voos de instrução, em todas as suas fases.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78750;A-097/CENIPA/2019- 02;2021-07-08;2021-08-04;2022-02-01;Atuar junto ao Aeroclube de Canela, a fim de verificar a conformidade dos procedimentos de inspeção de aeronaves realizados por mecânico autônomo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78747;A-094/CENIPA/2019 - 01;2022-08-05;2022-08-11;2023-07-17;Atuar junto ao CIAC, denominado Aeroclube Pará de Minas, a fim de certificar-se que aquele Centro de Instrução cumpre os requisitos estabelecidos no RBAC nº 141, em especial se no Manual de Instruções e Procedimentos (MIP) prevê a obrigatoriedade e controle sobre a realização de briefing e debriefing para todo o voo de instrução.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78743;A-092/CENIPA/2019- 01;2021-03-29;2021-04-26;2021-05-05;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil sobre a importância do fiel cumprimento dos procedimentos operacionais normais e de emergência previstos nos manuais de voo das aeronaves, sobretudo o constante em checklist.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 01;2019-10-27;2019-10-31;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa realize um treinamento extraordinário em gerenciamento de recursos de equipes (Corporate Resource Management - CRM), contemplando todo o programa estabelecido na IAC 060-1002A e no ML.DRH.002-16, para todos os seus tripulantes de voo. Foco especial deverá ser despendido nas ações adotadas durante o gerenciamento de situações anormais e de emergências, ocorridas em voo, com os modelos de aeronaves que compõem a frota da empresa de acordo com as Especificações Operativas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 02;2019-10-27;2019-10-31;2020-08-19;Realizar uma inspeção de acompanhamento do treinamento de CRM na MAP Linhas Aéreas LTDA., de acordo com os termos estabelecidos pela IAC 060-1002A.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 03;2019-10-27;2019-10-31;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa ministre aulas de reciclagem sobre os sistemas elétricos das aeronaves ATR-42 e ATR-72 para todos os seus pilotos. Especial atenção deverá ser dispendida no correto entendimento da lista de equipamentos dependentes que serão afetados por uma falha elétrica ocorrida em cada barramento da aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 04;2019-10-27;2019-10-31;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA., a fim de assegurar que os serviços de manutenção efetivamente realizados nas aeronaves operadas pela empresa ocorram em total conformidade com as previsões das Especificações Operativas, Manual Geral de Manutenção e Programa de Manutenção, aprovados pela Autoridade de Aviação Civil.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 05;2019-10-27;2019-10-31;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA. de forma a assegurar que o Programa de Manutenção da empresa esteja em conformidade com os requisitos estabelecidos pelo fabricante, a fim garantir as adequadas condições de aeronavegabilidade das aeronaves, especificamente no que se refere ao Programa de Prevenção e Controle de Corrosão.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 06;2019-10-27;2019-10-31;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA., a fim de garantir que as demais aeronaves da frota da empresa estejam em condições adequadas de aeronavegabilidade, especificamente no que se refere ao Programa de Prevenção e Controle de Corrosão, haja vista as condições encontradas pela ATR durante a avaliação feita na aeronave acidentada, as quais culminaram com a emissão do DAMAGE ASSESSMENT REPORT, reference ES-3495/19-ATR0100625.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 07;2019-10-27;2019-10-31;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa aprimore seus processos de comunicação interna, buscando a estabilização do clima organizacional, por meio da troca de informações regulares com os funcionários, com o objetivo de mantê-los cientes das mudanças administrativas e operacionais em curso na organização.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78738;A-088/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-03-10;Reforçar a atuação junto à organização de manutenção Parintins Serviços de Transportes e Comércio de Peças para Aviões Ltda (CHE No 0208-01/ANAC), a fim de verificar, novamente, a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78737;A-087/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores, especialmente de aeronaves experimentais, quanto aos riscos associados ao gerenciamento inadequado do combustível.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78735;A-086/CENIPA/2019 - 01;2021-07-08;2021-08-04;2021-08-30;Divulgar os ensinamentos contidos na presente investigação, com o intuito de que os construtores de aeronaves de construção amadora priorizem a utilização de materiais aprovados para uso aeronáutico nos sistemas críticos das aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78732;A-074/CENIPA/2019 - 01;2022-07-08;2022-07-19;2023-12-27;Atuar junto ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de Goiás, no sentido de que aquele operador demonstre que seus dispositivos de supervisão gerencial garantem níveis adequados de segurança operacional, particularmente no que se refere aos procedimentos previstos no seu Manual de Instruções e Procedimentos (MIP) para a capacitação inicial e periódica dos instrutores de voo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78732;A-074/CENIPA/2019 - 02;2022-07-08;2022-07-19;2023-12-27;Atuar junto ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de Goiás, a fim de que aquele operador demonstre que seus dispositivos de supervisão gerencial, previstos no Manual de Gerenciamento da Segurança Operacional (MGSO), garantem níveis adequados de segurança operacional, particularmente no que se refere aos processos relacionados ao planejamento e execução, nos âmbitos administrativo, técnico e operacional, das atividades aéreas conduzidas pela organização.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78732;A-074/CENIPA/2019 - 03;2022-07-08;2022-07-19;2023-12-27;Atuar junto ao Centro de Instrução de Aviação Civil (CIAC) do Aeroclube de Goiás, no sentido de que aquele operador demonstre que o seu Sistema de Garantia da Qualidade (SGQ) garante que a instrução ministrada atinge os objetivos propostos e que todos os seus procedimentos se mantêm de acordo com os requisitos estabelecidos no RBAC 141 em vigor.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78714;A-068/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-04-01;Atuar junto ao operador do aeródromo de Costa Esmeralda (SDEN), Porto Belo, SC, a fim de que aquele operador atualize as informações relativas aos Objetos Projetados no Espaço Aéreo (OPEA), em especial em relação à cerca perimetral do aeródromo nas proximidades da THR 15 de SDEN.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78714;A-068/CENIPA/2019 - 02;2021-12-30;2022-01-03;2022-03-28;Analisar a pertinência de requerer ao operador do aeródromo de Costa Esmeralda (SDEN), Porto Belo, SC, a pintura de uma sinalização horizontal com padrão em “V” em toda a extensão antes da cabeceira (THR) 15, no intuito de alertar os pilotos de que aquela área não é adequada para pouso de aeronaves.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78714;A-068/CENIPA/2019 - 03;2021-12-30;2022-01-03;2022-02-14;Atuar junto à organização de manutenção JPA Manutenção de Aeronaves Ltda., a fim de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78712;A-080/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os pilotos de aeronaves quanto aos riscos associados ao ofuscamento e degradação da percepção do ambiente externo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78709;A-081/CENIPA/2019 - 01;2021-12-30;2022-01-03;2022-03-14;Atuar junto à TEMA Tecnologia Manutenção de Aeronaves EIRELI no sentido de que aquela organização demonstre que os processos relacionados a supervisão gerencial das atividades de planejamento, execução e controle, no âmbito técnico, estão devidamente implantados e garantam a qualidade dos serviços executados.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78703;A-065/CENIPA/2019 - 01;2022-12-05;2022-12-20;2023-03-28;Atuar junto ao Batalhão de Radiopatrulhamento Aéreo da Polícia Militar de Minas Gerais, a fim de verificar se o controle dos riscos inerentes aos treinamentos especializados, em especial os voos táticos a baixa altura e tiro embarcado, estão dentro do Nível Aceitável de Desempenho da Segurança Operacional (NADSO) definido por aquela UAP, conforme disposto no RBAC nº 90.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
