codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
84603;PRMYM;***;AVIÃO;AIRBUS;A319-112;A319;JATO;BIMOTOR;75500;75500;154;2011;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PREFEITO RENATO MOREIRA;POUSO;REGULAR;NENHUM;0
84600;BRXXX2;***;***;DESCONHECIDO;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;***;NÃO IDENTIFICADO;NÃO IDENTIFICADO;INDETERMINADA;***;NENHUM;0
84599;PTNJM;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;P28R;PISTÃO;MONOMOTOR;1202;1202;4;1976;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JOÃO BATISTA FIGUEIREDO;PAREDÃO DA SERRA;CRUZEIRO;PRIVADA;LEVE;0
84597;PSJMS;***;***;EMBRAER;EMB-203;IPAN;NULL;MONOMOTOR;1900;1900;NULL;NULL;BRASIL;BRASIL;***;***;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;VOO A BAIXA ALTURA;AGRÍCOLA;SUBSTANCIAL;0
84596;PSDHM;***;***;RAYTHEON AIRCRAFT;400A;BE40;NULL;BIMOTOR;7394;7394;NULL;NULL;BRASIL;BRASIL;***;***;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;Comandante Rolim Adolfo Amaro;CRUZEIRO;PRIVADA;NENHUM;0
84595;PUJCD;***;ULTRALEVE;DESCONHECIDO;PARADISE I;ULAC;PISTÃO;MONOMOTOR;502;502;2;2003;BRASIL;BRASIL;ULTRALEVE;***;TANGARÁ DA SERRA;ARIQUEMES;CRUZEIRO;EXPERIMENTAL;SUBSTANCIAL;0
84594;PRTTW;***;AVIÃO;BOEING;727-225;B722;JATO;TRIMOTOR;88360;88360;5;1980;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;HERCÍLIO LUZ;POUSO;REGULAR;NENHUM;0
84593;PPEMH;***;HELICÓPTERO;EUROCOPTER;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1998;BRASIL;BRASIL;HELICÓPTERO;***;CEL PM CÍCERO DANTAS DOS SANTOS;CEL PM CÍCERO DANTAS DOS SANTOS;TÁXI;PRIVADA;NENHUM;0
84592;;;;;;;;;;;;;;;;;;;;;;
84591;PRGEI;***;AVIÃO;BOEING;737-76N;B737;JATO;BIMOTOR;65997;65997;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;SÍLVIO NAME JÚNIOR;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
84590;CCDID;***;AVIÃO;AIRBUS;A320-271N;***;***;SEM TRAÇÃO;78000;78000;0;0;CHILE;CHILE;AVIÃO;***;AEROPORTO INTERNACIONAL DE SANTIAGO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
84589;PRGXI;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;ZUMBI DOS PALMARES;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
84588;PTLEB;***;AVIÃO;LEARJET;35A;LJ35;JATO;BIMOTOR;8301;8301;10;1982;BRASIL;BRASIL;AVIÃO;***;FRANK MILOYE MILENKOVICH;NÃO IDENTIFICADO;DECOLAGEM;PRIVADA;NENHUM;0
84587;PRAXD;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;AFONSO PENA;POUSO;REGULAR;NENHUM;0
84586;PRYRL;***;AVIÃO;AIRBUS;A320-253N;A20N;***;***;0;0;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;GUARARAPES - GILBERTO FREYRE;CONGONHAS;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
84585;PRMYN;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2011;BRASIL;BRASIL;AVIÃO;***;PORTO SEGURO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
84584;PRYRX;***;AVIÃO;AIRBUS;A320-251N;A320;JATO;BIMOTOR;77000;77000;NULL;2018;BRASIL;BRASIL;AVIÃO;***;TANCREDO NEVES;CARAJÁS;POUSO;REGULAR;NENHUM;0
84583;PRYSA;***;AVIÃO;AIRBUS;A320-251N;A320;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;SERAFIN ENOSS BERTASO;POUSO;REGULAR;NENHUM;0
84582;PRXMA;***;AVIÃO;BOEING;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;196;2018;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE CASTRO PINTO;POUSO;REGULAR;NENHUM;0
84581;PRYRW;***;AVIÃO;AIRBUS;A320-253N;A20N;***;***;77000;77000;NULL;2018;BRASIL;BRASIL;AVIÃO;***;GUARARAPES - GILBERTO FREYRE;ANTONIO CARLOS JOBIM / GALEÃO;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;LEVE;0
84580;PRXMV;***;AVIÃO;BOEING;737-8 MAX;B38M;;BIMOTOR;82644;82644;0;2021;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
84579;PRYSF;***;AVIÃO;AIRBUS;A320-251N;A20N;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;***;CARAJÁS;VAL DE CANS / JÚLIO CEZAR RIBEIRO;DECOLAGEM;REGULAR;NENHUM;0
84578;PRYRC;***;AVIÃO;AIRBUS;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;2016;BRASIL;BRASIL;AVIÃO;***;VAL DE CANS / JÚLIO CEZAR RIBEIRO;ALTAMIRA;POUSO;REGULAR;NENHUM;0
84577;PPPTQ;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;2009;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE PRUDENTE;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84576;PRYRF;***;AVIÃO;AIRBUS;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;NULL;BRASIL;BRASIL;AVIÃO;***;EURICO DE AGUIAR SALLES;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
84575;PRGXB;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
84574;PRMAG;***;AVIÃO;AIRBUS;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2002;BRASIL;BRASIL;AVIÃO;***;PORTO SEGURO;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
84573;PRTYH;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;182;2013;BRASIL;BRASIL;AVIÃO;***;PREFEITO RENATO MOREIRA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84572;PRMYI;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;***;CATARATAS;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
84571;PRXBO;***;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;BIMOTOR;79000;79000;189;0;BRASIL;BRASIL;AVIÃO;***;SANTA MARIA;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84570;PRAUD;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2014;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
84569;PRYSB;***;AVIÃO;AIRBUS;A320-251N;A20N;JATO;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
84568;PTTMA;***;AVIÃO;AIRBUS;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2009;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;CRUZEIRO;REGULAR;NENHUM;0
84567;PRAJY;***;AVIÃO;BOEING;737-48E;737;JATO;BIMOTOR;65090;65090;192;NULL;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;EDUARDO GOMES;SUBIDA;REGULAR;NENHUM;0
84566;PRTYO;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;***;SEM TRAÇÃO;0;0;0;0;BRASIL;BRASIL;AVIÃO;***;JORGE CHÁVEZ INTERNATIONAL AIRPORT;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
84565;N538LA;***;AVIÃO;BOEING COMPANY;B763;B763;NULL;BIMOTOR;0;0;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;AEROPORTO INTERNACIONAL DE SANTIAGO;MANOBRA;REGULAR;NENHUM;0
84564;PTTME;***;AVIÃO;AIRBUS;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2010;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SANTOS DUMONT;CRUZEIRO;REGULAR;NENHUM;0
84563;PRVTF;***;AVIÃO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOÉLICE;MONOMOTOR;2310;2310;6;2016;BRASIL;BRASIL;AVIÃO;***;PRIMAVERA DO LESTE;MARECHAL RONDON;POUSO;PRIVADA;LEVE;0
84562;PTVYD;***;AVIÃO;EMBRAER;EMB-202A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;2012;BRASIL;BRASIL;AVIÃO;***;FAZENDA MATO GROSSO;AERÓDROMO NÃO CADASTRADO;INDETERMINADA;PRIVADA;LEVE;0
84561;PTMXI;***;AVIÃO;AIRBUS;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2011;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;ANTONIO CARLOS JOBIM / GALEÃO;SUBIDA;REGULAR;NENHUM;0
84560;PPDYB;***;***;BOMBARDIER, LEARJET;45 (LEARJET 75);LJ45;NULL;BIMOTOR;9752;9752;NULL;NULL;BRASIL;BRASIL;***;***;SERAFIN ENOSS BERTASO;ERECHIM;POUSO;PRIVADA;SUBSTANCIAL;0
84559;PRGPG;***;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1976;BRASIL;BRASIL;AVIÃO;***;AERÓDROMO NÃO CADASTRADO;SANTA ISABEL DO RIO NEGRO;POUSO;***;NENHUM;0
84551;PTZFX;***;AVIÃO;ALFREDO DE CASTRO NEVES FILHO;RV-7A;ZZZZ;PISTÃO;MONOMOTOR;816;816;2;2010;BRASIL;BRASIL;AVIÃO;***;AMERICANA;AMERICANA;CRUZEIRO;EXPERIMENTAL;NENHUM;0
84549;PRADL;***;AVIÃO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10;2008;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;SERAFIN ENOSS BERTASO;DECOLAGEM;***;NENHUM;0
84548;PRSDM;***;AVIÃO;BOEING COMPANY;737-4Y0;B734;JATO;BIMOTOR;68038;68038;7;1990;BRASIL;BRASIL;AVIÃO;***;TANCREDO NEVES;PINTO MARTINS;INSPEÇÃO DE TRÂNSITO/INTERVOO;REGULAR;NENHUM;0
84547;PTGBG;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-200A;IPAN;PISTÃO;MONOMOTOR;1550;1550;1;1972;BRASIL;BRASIL;AVIÃO;***;AERÓDROMO NÃO CADASTRADO;AERÓDROMO NÃO CADASTRADO;CRUZEIRO;AGRÍCOLA;SUBSTANCIAL;0
84546;PRXME;***;AVIÃO;BOEING;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;196;2018;BRASIL;BRASIL;AVIÃO;***;CARAJÁS;TANCREDO NEVES;DECOLAGEM;REGULAR;NENHUM;0
84545;PRMHE;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2007;BRASIL;BRASIL;AVIÃO;***;SÍLVIO NAME JÚNIOR;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
84544;PPSCF;***;AVIÃO;BEECH AIRCRAFT;C90;BE9L;TURBOÉLICE;BIMOTOR;4377;4377;8;1979;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;NÃO IDENTIFICADO;POUSO;***;NENHUM;0
84543;PRSDQ;***;AVIÃO;BOEING;737-3M8;B733;JATO;BIMOTOR;63276;63276;157;1989;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
84542;PSAEE;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;143;2020;BRASIL;BRASIL;AVIÃO;***;VIRACOPOS;ORLANDO BEZERRA DE MENEZES;POUSO;REGULAR;NENHUM;0
84541;PRYSA;***;AVIÃO;AIRBUS;A320-251N;A320;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;***;SENADOR PETRÔNIO PORTELLA;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
84540;PRYJF;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;JATO;BIMOTOR;89000;89000;223;2021;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
84539;PPOLY;***;AVIÃO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;7;2012;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;POUSO;PRIVADA;NENHUM;0
84538;PRMAK;***;AVIÃO;AIRBUS;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2002;BRASIL;BRASIL;AVIÃO;***;SALGADO FILHO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84537;PRMHW;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;***;PROFESSOR ERIBERTO MANOEL REINO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84536;PRXBH;***;AVIÃO;AIRBUS;A320;A320-;JATO;BIMOTOR;79000;79000;180;0;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PROFESSOR ERIBERTO MANOEL REINO;POUSO;REGULAR;NENHUM;0
84535;PTMXJ;***;AVIÃO;AIRBUS;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2013;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84534;PRGEA;***;AVIÃO;BOEING;737-7EH;B737;JATO;BIMOTOR;70080;70080;154;2009;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
84533;PRGEI;***;AVIÃO;BOEING;737-76N;B737;JATO;BIMOTOR;65997;65997;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;SENADOR PETRÔNIO PORTELLA;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
84532;CCDIB;***;***;DESCONHECIDO;;A21N;NULL;BIMOTOR;0;0;NULL;NULL;BRASIL;BRASIL;***;***;AEROPORTO INTERNACIONAL DE SANTIAGO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
84531;PRTYN;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;78000;78000;0;2015;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
84530;PRXBF;***;AVIÃO;AIRBUS S.A.S.;A320-271N;A20N;JATO;BIMOTOR;79000;79000;182;2019;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;CATARATAS;POUSO;REGULAR;NENHUM;0
84529;PROHQ;***;HELICÓPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;7000;7000;17;2014;BRASIL;BRASIL;HELICÓPTERO;***;NORBE VIII;CABO FRIO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
84528;PRYJF;***;AVIÃO;AIRBUS S.A.S.;A321-251NX;A21N;JATO;BIMOTOR;89000;89000;223;2021;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
84527;PTMXJ;***;AVIÃO;AIRBUS;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2013;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
84526;PTTPB;***;AVIÃO;AIRBUS INDUSTRIE;A319-112;A319;JATO;BIMOTOR;75500;75500;NULL;2012;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;POUSO;REGULAR;NENHUM;0
84525;PSLBE;***;AVIÃO;PIPER AIRCRAFT;A321;A21N;NULL;BIMOTOR;89000;89000;224;0;BRASIL;BRASIL;AVIÃO;***;ZUMBI DOS PALMARES;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
84524;PRGUB;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84523;PRGXT;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;196;2014;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;DECOLAGEM;REGULAR;NENHUM;0
84522;PRGGZ;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA GENOVEVA/GOIÂNIA;POUSO;REGULAR;NENHUM;0
84521;PSGPH;***;AVIÃO;BOEING COMPANY;737-8 MAX;***;JATO;BIMOTOR;82644;82644;NULL;2022;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84520;PRGOQ;***;AVIÃO;BOEING;737-76N;B737;JATO;BIMOTOR;61461;61461;153;2002;BRASIL;BRASIL;AVIÃO;***;SANTOS DUMONT;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84519;PRGUB;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIÃO;***;AFONSO PENA;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84518;PRGOR;***;AVIÃO;BOEING;737-76N;B737;JATO;BIMOTOR;61461;61461;153;2002;BRASIL;BRASIL;AVIÃO;***;JOÃO SIMÕES LOPES NETO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84517;PRGXC;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;CONGONHAS;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;REGULAR;NENHUM;0
84516;PRVBQ;***;AVIÃO;BOEING;737-76N;B737;JATO;BIMOTOR;61461;61461;147;2002;BRASIL;BRASIL;AVIÃO;***;JOÃO SIMÕES LOPES NETO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84514;PTXPC;***;AVIÃO;AIRBUS;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;SALGADO FILHO;POUSO;REGULAR;NENHUM;0
84513;PRPDZ;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT75;***;SEM TRAÇÃO;23000;23000;0;2013;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE PRUDENTE;POUSO;REGULAR;NENHUM;0
84512;PRXBH;***;AVIÃO;AIRBUS;A320;A320-;JATO;BIMOTOR;79000;79000;180;0;BRASIL;BRASIL;AVIÃO;***;ANTONIO CARLOS JOBIM / GALEÃO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
84511;BRXXX2;***;***;DESCONHECIDO;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;NULL;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
84510;PRTYN;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;78000;78000;0;2015;BRASIL;BRASIL;AVIÃO;***;BRIGADEIRO LYSIAS RODRIGUES;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
84509;PRYSH;***;AVIÃO;AIRBUS;A320-251N;A20N;JATO;BIMOTOR;77000;77000;0;2021;BRASIL;BRASIL;AVIÃO;***;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MARECHAL CUNHA MACHADO;DECOLAGEM;REGULAR;NENHUM;0
84508;PSAEM;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;143;2022;BRASIL;BRASIL;AVIÃO;***;SANTA GENOVEVA/GOIÂNIA;BRIGADEIRO LYSIAS RODRIGUES;DECOLAGEM;REGULAR;NENHUM;0
84507;PRAQK;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ALUÍZIO ALVES;GUARARAPES - GILBERTO FREYRE;POUSO;REGULAR;NENHUM;0
84506;PRGXE;***;AVIÃO;BOEING;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;***;DEPUTADO LUÍS EDUARDO MAGALHÃES;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84505;PRINF;***;AVIÃO;HAWKER BEECHCRAFT;4000;HA4T;JATO;BIMOTOR;17917;17917;12;2009;BRASIL;BRASIL;AVIÃO;***;Comandante Rolim Adolfo Amaro;SOROCABA;CRUZEIRO;PRIVADA;NENHUM;0
84504;PRMBV;***;AVIÃO;AIRBUS;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIÃO;***;PINTO MARTINS;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
84503;BRXXX2;***;***;DESCONHECIDO;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;***;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
84502;PRMHW;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;***;ORLANDO BEZERRA DE MENEZES;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;LEVE;0
84501;BRXXX2;***;***;DESCONHECIDO;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;***;NÃO IDENTIFICADO;NÃO IDENTIFICADO;REVISÃO DE PISTA;***;NENHUM;0
84500;PRMYK;***;AVIÃO;AIRBUS;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;***;PREFEITO RENATO MOREIRA;GOVERNADOR ANDRÉ FRANCO MONTORO;DESCIDA;REGULAR;NENHUM;0
84499;PTTMC;***;AVIÃO;AIRBUS;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2010;BRASIL;BRASIL;AVIÃO;***;SANTOS DUMONT;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
84498;LVKEJ;***;***;DESCONHECIDO;;;NULL;BIMOTOR;82190;82190;NULL;NULL;BRASIL;BRASIL;***;***;ANTONIO CARLOS JOBIM / GALEÃO;JORGE NEWBERY AIRFIELD;DECOLAGEM;REGULAR;NENHUM;0
84497;PRYRS;***;AVIÃO;AIRBUS;A320-253N;A20N;JATO;BIMOTOR;77000;77000;182;2018;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;TÁXI;REGULAR;NENHUM;0
84496;PRSLU;***;AVIÃO;BOEING;737-4Y0;B734;JATO;BIMOTOR;68038;68038;5;1992;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;REGULAR;NENHUM;0
84495;PTTMA;***;AVIÃO;AIRBUS;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2009;BRASIL;BRASIL;AVIÃO;***;PRESIDENTE JUSCELINO KUBITSCHEK;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
84494;PTMXO;***;AVIÃO;AIRBUS;A321-231;A321;JATO;BIMOTOR;89000;89000;235;2014;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR ANDRÉ FRANCO MONTORO;HERCÍLIO LUZ;DECOLAGEM;REGULAR;LEVE;0
84493;PRAXX;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIÃO;***;GOVERNADOR JOSÉ RICHA;VIRACOPOS;CRUZEIRO;REGULAR;NENHUM;0
84492;PRYYJ;***;AVIÃO;AIRBUS;A320-251N;A20N;***;BIMOTOR;79000;79000;NULL;2017;BRASIL;BRASIL;AVIÃO;***;SERAFIN ENOSS BERTASO;VIRACOPOS;POUSO;REGULAR;NENHUM;0
