codigo_ocorrencia1;ocorrencia_tipo;ocorrencia_tipo_categoria;taxonomia_tipo_icao
83894;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83893;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83892;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83891;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83890;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83889;CONTATO ANORMAL COM A PISTAA;CONTATO ANORMAL COM A PISTA |;ARC
83889;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83888;POUSO EM LOCAL NÃO PREVISTO;OUTROS | POUSO EM LOCAL NÃO PREVISTO;OTHR
83887;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83886;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83885;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83884;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83883;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83882;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83881;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83880;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83879;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83878;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83877;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83876;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83875;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83874;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83873;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83872;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83871;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83870;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83869;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83868;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83867;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83866;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83865;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83864;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83863;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83862;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83860;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83859;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83858;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83857;CONTATO ANORMAL COM A PISTAA;CONTATO ANORMAL COM A PISTA |;ARC
83856;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83855;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83854;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83853;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83852;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83851;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83850;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83844;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83843;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83842;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83841;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83840;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83839;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83838;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83837;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83836;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83835;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83834;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83833;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83832;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83831;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83830;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83829;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83828;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83827;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83826;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83825;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83824;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83823;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83822;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83821;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83820;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83819;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83818;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83817;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83816;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83815;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83814;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83813;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83812;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83811;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83810;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83809;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83808;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83807;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83806;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83805;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83804;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83802;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83801;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83800;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83799;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83798;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83797;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83797;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;LALT
83796;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83795;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83794;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83793;OPERAÇÕES NO SOLO;OPERAÇÕES NO SOLO;[RAMP]
83792;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83790;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83789;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83788;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83787;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83786;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83785;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83783;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83782;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83781;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83780;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83779;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83778;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83776;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83776;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83775;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
83774;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83773;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83772;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83771;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83770;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83769;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83768;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83767;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83766;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83765;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83764;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83763;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83762;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83761;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83760;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83759;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83758;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83757;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83756;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83755;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83754;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83753;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83752;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83751;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83750;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83749;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83748;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83747;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83746;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83745;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83744;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83743;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83742;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83741;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83740;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83738;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83737;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83736;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83735;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83734;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83733;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83732;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83731;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83730;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83729;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83728;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83727;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83726;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83725;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83723;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83722;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83721;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83668;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83667;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83666;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83665;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83664;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83663;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83662;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83661;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83660;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83659;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83658;INDETERMINADO;INDETERMINADO;UNK
83640;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83639;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83639;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
83638;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83637;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83636;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83635;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
83634;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83633;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83632;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83629;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83628;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
83628;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83627;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
83625;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83624;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83623;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83622;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83621;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83620;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83619;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83618;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83617;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83616;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83615;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83614;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83613;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83612;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83611;CONTATO ANORMAL COM A PISTAA;CONTATO ANORMAL COM A PISTA |;ARC
83610;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83609;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
83608;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83607;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83606;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83605;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83604;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83603;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83602;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83601;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83600;OPERAÇÕES NO SOLO;OPERAÇÕES NO SOLO;[RAMP]
83599;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83598;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83597;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83596;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83595;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83594;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83593;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83592;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83590;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83589;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83588;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83587;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83586;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83585;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83584;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83583;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83582;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83581;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83580;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83579;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83578;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83577;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83576;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83575;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83574;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83573;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83572;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83571;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83570;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83569;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83569;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
83567;FOGO/FUMAÇA (SEM IMPACTO);FOGO/FUMAÇA (SEM IMPACTO);F-NI
83566;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83565;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83564;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
83563;INDETERMINADO;INDETERMINADO;UNK
83562;INDETERMINADO;INDETERMINADO;UNK
83561;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LOC-I
83559;OUTROS;OUTROS;OTHR
83558;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83557;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83556;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83555;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83554;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83553;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83552;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83550;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83549;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83548;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83547;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83546;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83545;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83544;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83543;COLISÃO NO SOLO;COLISÃO NO SOLO;GCOL
83542;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83541;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83540;COLISÃO COM FAUNA;COLISÃO COM FAUNA;WILD
83539;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83538;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83535;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83534;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83533;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83532;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83531;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83530;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83529;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83528;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83527;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83525;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83524;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83523;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83522;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83522;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83521;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83520;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
83520;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;RE
83519;OPERAÇÕES NO SOLO;OPERAÇÕES NO SOLO;[RAMP]
83518;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83517;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83515;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83514;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83513;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83512;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83511;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83510;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83509;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83508;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83507;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83506;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83505;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83504;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83503;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83502;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
83501;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83500;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
83500;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;LOC-G
83499;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83498;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83497;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83496;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83495;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83494;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83493;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83492;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83491;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83490;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83489;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83488;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83487;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83486;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83485;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
83484;COLISÃO COM AVE;COLISÃO COM AVE;BIRD
